id_developer,developer
14456,Wasatch Games
14457,Gamerealmmadness
14458,Don Yasa Crew
14459,Kristopher Poulin-Thibault
14460,Bitlock Studio
14461,Independentart
14462,Buffalo Buffalo Buffalo
14463,Magnetic Realms
14464,Juan Jose Garrido Gomez
14465,Wantgamestudio
14466,Baptiste Degryse
14467,"Jans Dev Team, Finngames"
14468,"魁塔工作室, 不语游戏设计工作室"
14469,"Alawar, Whalebox Studio"
14470,Axis Studios
14471,Pixel Night
14472,Aoca Game Lab
14473,Wisecat
14474,Post Mortem Pixels
14475,Lavabird
14476,Twen
14477,Morningstar Studios
14478,Davioware And Quazi
14479,Dafu Studio
14480,505 Pulse
14481,Neko Cloud
14482,No-Brain Studio
14483,Otaku
14484,Ikimasho
14485,Iscreamdye
14486,Wildprophecy
14487,Rymentz
14488,Autumn Pioneer
14489,Lastcall Studio
14490,Hinge Games Ltd.
14491,Lxxii
14492,"Level 9 Computing, Pss"
14493,Tinzone Games
14494,Gromov Studio
14495,Sumo Studio
14496,Lumatap Llc
14497,Svsdgames
14498,Smart Systems Technology Incorporated
14499,"Overcloud9, Phantasm Games"
14500,"Somoga,  Inc., Sims Co. Ltd."
14501,Disillusion Dev
14502,Ecc Games S.A.
14503,Hosthood Studio
14504,光鸽
14505,Origamihero Games
14506,Jugilus
14507,Fivedead Interactive Inc.
14508,Mksm Design Llc
14509,摸鱼猫工作室
14510,Artii Games Llc
14511,Fly & Wing Studio
14512,Gray Mantis
14513,"Mujo Games, Stuffed Wombat"
14514,Ackosmic Games
14515,Lunar Rooster
14516,开翼网络
14517,"Balaber1Yl, B52 Development Team"
14518,Justus Yew
14519,Peace
14520,"Buka Development, Saturn Plus"
14521,Leimonya
14522,Binary Helix
14523,Drowsy Whale
14524,Pablo Rodriguez
14525,"Object Software, Zoom Platform Media, Jordan Freeman Group"
14526,Floodcore Team
14527,Maverickmatryoshka
14528,Sodigital
14529,Guts United
14530,Kajak Games
14531,Fluffy Bunny Studios
14532,D.W.S.
14533,Mikayden Gutierrez
14534,"Talha Kaya, Kayabros"
14535,Luca Favano
14536,上海宏境启博科技有限公司
14537,Cleveland Mark Blakemore
14538,Bubble Bus Software
14539,Denys Rudyi Games
14540,Dolores Entertainment
14541,Danieldavisgames
14542,Soliloquy Games
14543,"La\Va, Nicolai Clemmensen, Gabriele Cirulli"
14544,大雪原工作室
14545,"Joindots, Silentfuture"
14546,Recontact Games
14547,Lonely Boy Studio Inc.
14548,Huindie
14549,Delapaix
14550,"Wales Interactive, Interflix Media"
14551,Inciti Games
14552,Blackturn Ltd
14553,Silesia Games Sp. Z O.O.
14554,Elephant Arts
14555,Antoine Aubin
14556,Happy Art Club
14557,Bada Games
14558,Astrid Ztar
14559,Aotmgufhcmrigudnoe
14560,Ice And Fire Isle Studio
14561,Chudsoft
14562,18Light Game Ltd.
14563,Duxomnia
14564,Zaxtorgames
14565,星环游戏
14566,Techhome
14567,5Th Planet Games Development Aps
14568,Tisnart
14569,Osaris Games
14570,Thejamiryu
14571,Jaklub
14572,Kenisoft Game Studio
14573,Nofuel Games
14574,George Manavalan
14575,Ifio Studio
14576,Animicgame
14577,Docksonwedge
14578,Black Sun Games Inc.
14579,Big Inc. Co. Llc.
14580,Tense Games
14581,"Samurai Punk, Nicholas Mcdonnell"
14582,Nerd Kingdom Inc.
14583,Quasardeep
14584,Jammed Up Studios
14585,Md Studio
14586,Alpha Six Productions
14587,"Wesley Heberle, Kaian Vargas"
14588,Goodzeit Ug
14589,Anguis Game Studio
14590,Fizzostia
14591,Ryan Boc
14592,Griffin G. Salazar
14593,Erdos Xuelian Future Technology
14594,Orangegames
14595,Xefier Games Inc.
14596,"Sólfar Studios, Rvx"
14597,Flightless Squid Studios
14598,Back To Games
14599,Team Replay
14600,Igarashi
14601,Two More Games
14602,Twindrills
14603,Blazing Badger
14604,Waytoyaatra Company
14605,Bizi Games
14606,Devious Technologies
14607,Old Keyboard
14608,"Jochen Heizmann, Emmanuel Henné"
14609,Vittorio Romeo
14610,"Mojotouch, Adventure Soft"
14611,199 Cents Studio
14612,Figure Fantasy
14613,Arcane Bay Labs
14614,Lost Bazaar Developers
14615,Gral
14616,Oriolus Software Gmbh
14617,Soraki
14618,Pitigamedev
14619,Guilherme Giacomini
14620,"Nise-Eikoku Studio, Cubetype"
14621,"Robotrage, Maldonacho"
14622,Frontline: Games Series
14623,飞麦菌
14624,Gravity Shenanigans
14625,Fuzzy Pixel Game Studio
14626,Tea Leaf Studios
14627,Anotherworld Gmbh
14628,Draw Games Developers
14629,Upsilongames
14630,"Sergiopoverony, Nick Urs"
14631,Lionbite Games
14632,Cavebrave
14633,"Nicolás Recabarren, Tomás Batista"
14634,"Dreadxp, Torple Dook, Adam Pype & Viktor Kraus, Kira, Corpsepile, Breogan Hackett, Redact Games, Modus Interactive, Basalt Tower, Blood Machine, Bryce Bucher, Dirigo Games, Moya Horror, Wayward Preacher, Amon26"
14635,Silver
14636,Andy Brophy
14637,Meekrab Games
14638,William Wofford
14639,Gwe Games
14640,Chaogames
14641,Sascha Hartleb
14642,Pinta Studios
14643,Puzzle Lab
14644,Jiwoo Lee
14645,"Cxcy Co.,Ltd"
14646,Rob Ager
14647,Gamedia
14648,Korion Interactive
14649,Ludact
14650,Rubén Arranz
14651,Christoph Frey
14652,Dark Arc Games
14653,Italian Party Of Indie Developer
14654,Nikola Bulj
14655,Bplusgames
14656,Radikate
14657,"Gammera Nest, Nacho Rodríguez"
14658,Xpellgames
14659,Nelset
14660,Nalu Zou
14661,Ourlastspring
14662,Eternity Games
14663,Funny Face Games
14664,Shenzhen Beanvr Technology Co.Ltd
14665,Archive Entertainment
14666,Rafal Grabos
14667,Windfield Games
14668,Jakob Vidal
14669,Pocket Trap
14670,Dragons Eye Studio
14671,Misteryjay89
14672,Epiphany Games
14673,"Meteorwing, Meteorsakito"
14674,Frosted Wings Studio
14675,Mc Game
14676,Void Knight Games
14677,Nullpointer Games
14678,Pleasingfungus Games
14679,"Fang'S Lab, Flatcoon"
14680,"Tachi, Vaka Game Magazine"
14681,Pyrodactyl
14682,Long Wing Studio
14683,Saintxi
14684,Jox Studio
14685,No Strike
14686,Bew Games
14687,Ultimate Walrus
14688,E-Funsoft
14689,Gkeylab
14690,20 Watt Games
14691,Propilgames
14692,Estenio Garcia
14693,Kadokawa Corporation
14694,Robert Wahler
14695,Tomotoro
14696,Spacedaisy Studio
14697,Ithaqua Labs
14698,蝴蝶互动信息技术有限公司
14699,Egutidze
14700,Niles Sankey
14701,Hunted Cow Studios
14702,Spacemyfriend
14703,Remtairy
14704,Ironcode Gaming
14705,Aiueokompany
14706,Nekomata Games Llc
14707,Benedict Ide
14708,"Melos Han-Tani, Marina Kittaka"
14709,Hyper'Sthene
14710,Wily Pumpkin
14711,Patron Ibrahim
14712,Darts Games
14713,Karsten Todnem
14714,"Skycat Games, Bumblebee."
14715,"Drew Warner, Isaak Gaffney"
14716,Magic Cube
14717,Slam Productions Ltd
14718,.Gravity
14719,Black Fishmaker
14720,Qloc
14721,Room122
14722,Indiedevdan
14723,Shadowink Designs
14724,Aspih Dev
14725,R8 Games Ltd
14726,Karuna
14727,Itamu
14728,Nekotofuurin
14729,Alex V
14730,Ridgeline Studios Llc
14731,Roger Kaffer
14732,Wmgames
14733,"Dreamstep, Wild Kid Games"
14734,Fabian Jarrett
14735,Pinhead Games
14736,Hera Games
14737,8Monkey Labs
14738,Foxsox Games
14739,"Softwool, Cauê Henrique, Cuca"
14740,Vethergen
14741,"Metthink, Matheus Reis Queiroga"
14742,Epsilon Games
14743,Green-Eyed Taxi
14744,Blockcode Games
14745,Connor Ullmann
14746,Dogwood Gaming
14747,Beliberda Games
14748,Drierwhisper729
14749,Osarisgames
14750,Made In Mavis
14751,Sleepy Sentry
14752,"Breaking Dimensions, Polygon Dust Entertainment Ltd."
14753,Tsn Entertainment
14754,Games For May
14755,Spektor
14756,"Silky'S Plus Wasabi, Silky’S Plus Alpha"
14757,Syberstudio
14758,Studio Don Quixote
14759,热区网络
14760,Blue Entropy Studios
14761,Stephan Birkl
14762,Dillyframe
14763,Bilge
14764,Simpals Llc
14765,Superlou
14766,路
14767,"Pinhead Games, Aalgar Productions"
14768,Shiningcloud Studio
14769,"Silent S Studios, Llc"
14770,Yellowegg Game Studios
14771,Rakesh Malik
14772,Shell Productions
14773,Studio Sterneck
14774,Cowboy
14775,Sofa Mauve Studio Inc.
14776,Sunray Games
14777,Studio Burning Eyes
14778,Odious Studios Llc
14779,"John Morris, Emily Jean Richardson"
14780,Katelyst
14781,Rock Nano Global
14782,3D Avenue
14783,Rumata Lab
14784,Aslak
14785,Cm Softworks
14786,Superstruct
14787,"Birchtree, Generalissimo Birchimus, Captain Birchia, Lieutenant Soli Deo Gloria, The Zfc Defined Set Of All Developers Of The Birchian 6D Metaverse Inside The 5Th Phase Of The Birchian Universe, After Setember Of 2024."
14788,Krz
14789,John Borkowski
14790,Andrew Bykov
14791,Team Monad
14792,Kite &Amp; Lightning
14793,Petrus-Games
14794,Quite Good
14795,Pixyul
14796,Sk Games
14797,Addonius Productions
14798,Chillswitch Games
14799,Three Swords Studio
14800,Second Reality
14801,"River Twice Co., Ltd."
14802,Lino Rabolini
14803,Fixer Games
14804,Roman Shuvalov
14805,Mass Game Devs
14806,Arika
14807,一只零零发工作室
14808,"Rebel Games, Team6 Game Studios"
14809,Tainted Pact
14810,Redsen Game
14811,Dwall Games
14812,Zhang Lidong
14813,"Joe Sullivan, Brookwood Games"
14814,Alejandro Moreno
14815,Pimpgamestudio
14816,Xxaloserxx
14817,Automatongroup
14818,Dotoyou Games
14819,Peevasseeq Games
14820,Paper Cult
14821,Realm Of Cubes Creations
14822,Kelkk
14823,Linkup
14824,Cozy Game Pals
14825,Vulgat
14826,Wydawnictwo Dagiel
14827,Delicious Software
14828,Magory.Net
14829,"独立游戏开发组：, 萌逗, Joy"
14830,Torna Games
14831,Surprised Hotdog Limited
14832,"Neofid Studios, Nindo"
14833,Philippe Schober
14834,Jon Prestidge
14835,Dancing Developers
14836,"Dnovel, Freeanimals_Software"
14837,Coal Valley Games
14838,Erroneouscreationist
14839,Maestro Cinetik
14840,Ben Fredericks [Collaborations]
14841,"Atomic Breath, Frazack"
14842,Meadow Studios
14843,"Serhii Khramov, Dmytro Pohrebnyi, Ivan Shutko, Illia Ustenko"
14844,Icopad
14845,Mrgold
14846,Engage Pixel
14847,Secret Lab 72
14848,Arcticfox223
14849,Z. Bill
14850,Bigwednesday
14851,Smoodlez
14852,Focus Code Ltd
14853,"Hangzhou Wookart Technology Co.,Ltd."
14854,Big Sky Software Llc
14855,Fengfeng
14856,凯撒工作室
14857,Mariluzaria
14858,Rouhana
14859,易远游戏
14860,Quick Click Games
14861,"Mauris, Tech-5 Ug"
14862,Immersion
14863,Redox Entertainment Inc
14864,Paranoid Productions
14865,Phoenix Interactive Studio
14866,"Jeremy Evers, Negspect, Inc."
14867,Idleclick Games
14868,Konotoko
14869,Damon Smith
14870,Joynowstudio
14871,Skydevilpalm
14872,Shaman Games
14873,Alexander Mirdzveli
14874,Stop-Tussin
14875,Kaloyan Kaludov
14876,Second Variety Games
14877,Eudaimon Games
14878,Blooming Buds Studio
14879,"坤舆科技, 一冉影视"
14880,Cowboy Color
14881,"Termeno, S.R.O."
14882,Grey Gods
14883,"Retrelon Games, Llc"
14884,"Flashpoint Games, Llc"
14885,Dawenyu
14886,Shalini Deb
14887,Thomas Höfer
14888,Klode
14889,Ruskija Game Experience
14890,Gopstop Interactive
14891,"Mages. Inc., 5Pb., Experience Inc."
14892,Big Scorch
14893,Epic Byte Studios
14894,"Shandong Jerei Digital Technology Co.,Ltd."
14895,Texic
14896,Voxeled Studios
14897,James Earl Cox Iii
14898,Stdio_934
14899,Illius
14900,Sushi_Soft
14901,Rose Arcana Games
14902,Clay Peterson
14903,Dilui
14904,Cookielegends
14905,Secret Door
14906,Alterstaff Inc.
14907,Swizzzle
14908,Cody Penn
14909,Pon Pon Games
14910,Joymania Development
14911,Yellow Dot
14912,Q-Cumber Factory
14913,Phantom 8 Studio
14914,Brandon Weeks
14915,Paintedreality
14916,Oceandeep Network
14917,Casual Arts
14918,Team Zandarkan
14919,Luke Toons
14920,Snap Finger Click
14921,Odeum
14922,Fullbrik Games
14923,Schlawutzco Extreme Gaming
14924,Sumalab
14925,Tingthing
14926,Megapop
14927,Spark5
14928,Mario Papadopoulos
14929,Aftnareld
14930,Yeyinggame
14931,のっぽ
14932,Harun Yusuf Şahin
14933,Shenandoah Studio
14934,Space Dog
14935,Alimolistudio
14936,Wizard Dudes
14937,Warped Tales
14938,Aj Ordaz Games
14939,Ab Studio
14940,Josep Monzonis Hernandez
14941,Moustache Cabal
14942,Ariah Studios
14943,Impawsible Games
14944,Hhgame
14945,Gaming Minds
14946,Man Up Time
14947,Sharkgame
14948,Diego Ras
14949,"Gamechanger Studio, Neon Doctrine"
14950,Mankind
14951,"Spark Plug Games, Llc"
14952,Virtual Rabbit Studio
14953,Ask Games
14954,Red Cattus
14955,Isaaczhang
14956,Funcybear
14957,Elbencraft
14958,David Pateti
14959,Infinitus Studios
14960,Zgold
14961,"Rionix, Alawar Entertainment"
14962,Cloudy Games Llc
14963,Cybershoes
14964,Discocargames
14965,拾光创梦
14966,Simonschreibt
14967,Deanforge
14968,Bonion Games
14969,Aguspr
14970,Nps努力
14971,Lemondo Entertainment
14972,Cien Studio
14973,Piotr Kowalski
14974,Music Breath
14975,Crazyrrroc
14976,Ponywolf
14977,Nomnomstudio
14978,Technolomics
14979,"Crania Games, Göktuğ Ülvan"
14980,Dopterra
14981,Crazysoft Limited
14982,Atd
14983,Well Played
14984,"Synapticswitch, Llc"
14985,"Thedreik, Xeneder"
14986,Metricminds Gmbh & Co Kg
14987,Sleepingfrog
14988,"Storm Man Games, Keegan Speidel"
14989,Thorium Games
14990,Pawstream Games
14991,Yatagarasu Dev Team
14992,Vodkademo?
14993,Vimes Entertainment
14994,Evgiz
14995,Heydeck Games
14996,Brucefilm
14997,Actpng
14998,Antti Mannisto
14999,"Loomiarts, Fehorama Filmes"
15000,Mercury Game Studio
15001,Vain Media Llc
15002,Blindsight Games Llc
15003,Aroko Game Studio
15004,Cheetah Mobile Inc.
15005,Bonnate
15006,Titouan Millet
15007,Gachisoft
15008,Potato10
15009,Papertip Studio
15010,Vision Interactive
15011,Jzps Games
15012,Tamerlan Satualdypov
15013,Mike Wigen
15014,Magichouse
15015,Ladder Games
15016,Christian Bommert
15017,Levall Games Ab
15018,"Infogrames Entertainment Sa, Gremlin Interactive"
15019,Anawiki Games
15020,Skuhataagyall Dev
15021,Swarog Games
15022,Hat Games
15023,"Jon Lamont, Jon Braun"
15024,Monkeyfactory Media
15025,Wooshido
15026,"David Söderström, Mikaela Marti, Evelyn Petterson"
15027,Ttlcic
15028,Gabriel Lopez
15029,Jim Best
15030,Connoradever
15031,Pugsley Llc
15032,Drashvr Llc
15033,Valentin Supiot
15034,8Bitlab
15035,武汉幻狮科技有限公司
15036,Veatryzlon-Zegod
15037,Bottled Games Interactive
15038,Princesseuh
15039,Indie/Anon Games
15040,Vision Forge Team
15041,Xingchunfang
15042,Electric Falcon Llc
15043,热泉 Redspring
15044,Datura Games
15045,Alexey Suslin
15046,Penguinet
15047,Alpheratz Games
15048,Peacock Dreams Games
15049,Studio215
15050,Girl Software
15051,Lemon Curd Games
15052,Next Level Video Games Llc
15053,Mathieu Pronovost
15054,Balti Calarasi
15055,Lizardwish
15056,"Talia Bob Mair, Matt Garnett, Braden Banning"
15057,Odd Comet Games
15058,Dalibor Kamnjanac
15059,Hellyeah!
15060,Preloaded
15061,Mrzapps
15062,Alaska
15063,Scott Mcclusky
15064,Signsine
15065,Ofer Rubinstein
15066,"Unk Games, Abdullah, Mortatha"
15067,Wrf Studios
15068,Novaerc
15069,"Fred Grant Studios, Fred Grant"
15070,Tuesday Quest
15071,炎黄工作室
15072,Logan Timelierg Eberly
15073,Game For Games
15074,"Happymeal Inc., Esquadra,Inc."
15075,Verediana Games
15076,Davide Sassoli
15077,League Factory
15078,Heroic Fantasy Games Dot Com
15079,Tower Up Studios
15080,Hayo Van Reek
15081,Nick
15082,Arquoia
15083,Thunder Perfect Witchcraft
15084,Ali Soltanian Fard Jahromi
15085,White_Rabbit_Games
15086,J
15087,"Seedgames Co., Ltd."
15088,Kazo Studio
15089,Boat Anchor Games
15090,Nsc Creative
15091,Bcqt
15092,Igor Litvinsky
15093,Metal Heart Game Studios
15094,Mediocrity Interactive
15095,"Cécile Amstad, James Lennon, Lindsay Orsini, Himanshu Chaudhary, Hunter Kyle"
15096,白日梦
15097,Bay Games
15098,"Frinky, Frosty"
15099,Nomina Games
15100,Epic Llama
15101,Bitslo
15102,Erwin Wolf
15103,Mikanbatake
15104,Contraddiction Games
15105,Horizon Studio
15106,Futurevisionsgames
15107,Cabbusoft
15108,788 Garage Studio
15109,S.R.S Interactive
15110,Byking Rookies
15111,Desync Studios
15112,"Fern Nigro, Christopher Anselmo, Daniel Marques"
15113,Hatrabbit Entertainment
15114,Aberrator
15115,"Everplay Interactive, Blow And Try Again, Rocketcat Games"
15116,Ludogram
15117,Starsystemstudios
15118,Play Native Entertainment
15119,Borrowed Light Studios
15120,"Julian Edison, Grayson Dew"
15121,Digital Bento
15122,Halva Studio
15123,Adam Tarnowski
15124,The Sun Will Rise Team
15125,Cubical Drift
15126,Pixel Prophecy
15127,Rsupport Inc.
15128,Taner Games
15129,Dog Theory
15130,High And Wide
15131,Fun Cradle
15132,Acidicduck
15133,Himalaya Studios
15134,置雨制作组
15135,Thug Rabbit Games
15136,A To Play Ltd
15137,Lovegame
15138,Nivlacart
15139,"Tero Lunkka, Valkeala Software, Ntstudios"
15140,"Kit Gardner, Sam Robinson, Holly Gardner, Jason Runkel, Tommy Yoder, Josh Perusse"
15141,Garapa Studio
15142,Tmesis Studio
15143,Hashbang Games
15144,"Ata Türkoğlu, Canberk Demir"
15145,Score Studios Llc
15146,Zerpfa
15147,Edwin Ochieng' Nyaluogo
15148,Hunter Tintera
15149,"Hirn Im Glas, Iirmchen, Irmo"
15150,Rj Workshop
15151,Jonathan Coryn
15152,"Maoucat Studio / 魔王貓工作室, Sounding Stone / 老奉毊"
15153,"Food Dream Factory, 萌豆游戏"
15154,Runelight Owl
15155,Itera Laboratories
15156,Space Plunge
15157,Overon Station
15158,Peregrin Developers
15159,Deerriver
15160,Aaron Saluk
15161,Stationgames
15162,Pixelhive
15163,Gibbous Pig Games
15164,Blackmouth Games
15165,Koreez
15166,Mr.Valik
15167,Nineplus Studio
15168,Doublecherry Ltd
15169,Lost Rabbit Digital
15170,Hardball Games Ltd
15171,Blast Programming
15172,冰凌
15173,Oleksandr Savostianov
15174,3D Factory
15175,Sandorhq
15176,Lndfrr
15177,Xtornado Games
15178,Powerburger
15179,Subtle Blend Software
15180,Reddot Games
15181,Claws Up Games
15182,Adrian Ubiorski
15183,Cosmic Edge Gaming
15184,Nations Software
15185,宁夏华夏西部影视城有限公司
15186,Cankut Keskin
15187,Abn Studio Inc.
15188,Sb Games World
15189,Sirius Games
15190,Alander Studio
15191,"Alternative Software Ltd, Involution Team"
15192,Jacksong13
15193,Underdoor
15194,Da Bongo Studio
15195,Andorf Games
15196,Fossil Games
15197,Exquisite Games
15198,Goobers Secret
15199,Reanimato.Rus
15200,Illo Games
15201,Suminell Studios
15202,Neon Flamingo Games
15203,Kény Bigny
15204,Muzt Die Studios
15205,Acram Digital
15206,Caracal Games
15207,Goblinagerie
15208,Frutgames
15209,Jco
15210,"Rpax, Gpc"
15211,Gosha Games
15212,"Hannibalnotdead, Gamesforfarm"
15213,Doorway Mountain Studios
15214,Staples Vr
15215,Pixelcircuit
15216,Plagen Shiki
15217,Whamgames
15218,Critical Games
15219,Jumpcore Productions
15220,Jl Apps
15221,Kurayami Yume Games
15222,Vespertine Digital
15223,Hunex
15224,"Cinétévé Experience, Backlight, Tape"
15225,Wss Playground
15226,Teamb
15227,Mellowstudios
15228,Paperseven Ltd
15229,Oi Games
15230,No Sleep Software Ltd.
15231,Electronic Paradise
15232,Iskonsko Studio
15233,Waterpepper Games
15234,Nyakuza Games
15235,Ben 'Yahtzee' Croshaw
15236,"Chris Johnson, Chris Larkin"
15237,Ruairi
15238,"Interabang Entertainment, Spoony Bard Productions"
15239,Isotope 244 Llc
15240,Fold Up Studios
15241,Mini It
15242,Sieg Lu
15243,Riff Studios
15244,Label This
15245,"Chard, De Fault, Richard Campbell"
15246,Rudefrog Studios
15247,Apple Cider
15248,Tang Ganlin
15249,"Andy Sum, Marcus Grambau"
15250,"Mareffy, Mareffy'S Games"
15251,Fabrice Magdanz
15252,Zestyts
15253,"Silverware Games, Inc."
15254,Meepower
15255,Borisoft
15256,"Grasshopper Manufacture Inc., Active Gaming Media Inc."
15257,Swiftkraft
15258,"Un Je Ne Sais Quoi, Umanimation"
15259,Plaguenurse
15260,"Duncan Perham, Steve Tierney"
15261,Sneaky Mammoth
15262,"Ms Games, Mk Studios"
15263,D-Ark Studio
15264,Red Vibe Studio
15265,Heg Games
15266,Cube Games
15267,Black Knife Games
15268,Ecoshooter
15269,The Tambourine
15270,Spacetronaut Ltd Co
15271,"Jurlo, Jetpackgone"
15272,Z-Software Gmbh
15273,Intaglyph
15274,"Beep Games, Inc., Tribetoy"
15275,"Rainbow Flute Studio, Nvlmaker"
15276,Ender里特莫
15277,Resting Relic
15278,Pehesse
15279,Cody Williams
15280,Mighty Yell
15281,Strong Cube
15282,Hannes Breuer
15283,Necronomicon Games
15284,Mebius.
15285,Gnarvana Studios
15286,Livinskii Aleksandr
15287,Indigoware
15288,Tom Johnson
15289,Gray Flamingo
15290,Fenix Studios Pty Ltd
15291,Grisgris
15292,"Xihe Animation, Jasminssummer Project"
15293,Lotus Games
15294,くそいサイト
15295,Jeff Rigler
15296,Jack Boylan
15297,Kevin Yang Games
15298,Hinawajin
15299,"Hade Games, Greenfigure"
15300,Aaron Mcdevitt
15301,Ob3
15302,Jbs
15303,Jesus E Ruiz
15304,Mb Aka Frank
15305,Psycho
15306,Truefx Games
15307,Macao Science Center Limited
15308,Lulugames
15309,Picola Inc.
15310,Base0
15311,Boatmeal Brothers
15312,"Mgp Studios, Solid9 Studio"
15313,Blacktale Games
15314,Luis R. Gamboa
15315,Barkeygames
15316,"Charlykuschel, Pocketgames"
15317,Buck Studios
15318,W
15319,Keelworks
15320,Team Vivat
15321,Woolhig
15322,Afrobeast Games
15323,Guang Zhou Xi Pu Wang Luo Ke Ji You Xian Gong Si
15324,Kaan Özgül
15325,Bitsmith Games
15326,Bravecat'Studios
15327,Altai Entertainment
15328,Ferran Pla
15329,Trite Games
15330,Magec
15331,Tcr
15332,Alan Lin
15333,Endesga
15334,100Hr Games Inc
15335,Endless Games
15336,Wise Dad Games
15337,Heartcoredev
15338,Pixelsdesign Vr Dev
15339,Ndout
15340,Tega Studio
15341,Kagura Games
15342,Uab Kinelija
15343,Plexus Team
15344,D20Studios
15345,Hamsters
15346,Wooden Shoes Games
15347,Tom Kitchen
15348,Atric Games
15349,Abi.Dos.Software
15350,Emre Tanirgan
15351,Mapachexstudio
15352,Storyline Team.
15353,Art-Kar
15354,Pigeoncube Studios
15355,Phyzixmind
15356,Narko Games
15357,Copokbl
15358,"David Strachan, Dex Cimino"
15359,Redrockgs
15360,Squirrel Brain Games
15361,Vedev
15362,Codeparade
15363,Hephaestus Games
15364,Starlike Inc.
15365,Max Ritters
15366,Gray Fin Studios
15367,王韋
15368,Request Logic
15369,"Saturn-Plus, Orion"
15370,Woodenwolf
15371,Kiralice Sha
15372,Daniil Titner
15373,Yamate
15374,Game Changers
15375,Jungwoo Yom
15376,Starmaster Studio
15377,正方形劳伦斯
15378,Cold Pressed Games
15379,Odyssey Studios
15380,Zerotris
15381,Zooptek
15382,The Secret Experiment
15383,Liminaldepths
15384,Icegames Studios
15385,Unamedia
15386,Shallowstomach
15387,Bedtime Phobias
15388,Firesprite Ltd
15389,Black Tower Basement
15390,Ivent Games
15391,Graytower
15392,New Star Games Ltd
15393,Lovheim Studios
15394,Pixel Rice
15395,Patriot Game Studio
15396,Onur Doğan
15397,"Nitrome, Yacht Club Games"
15398,Cute Hannah'S Games
15399,War Frogs Studio
15400,[2.21]
15401,Moju Games
15402,Naiad Entertainment Llc
15403,Zz Games
15404,Osur
15405,Serafini Productions
15406,Studio Chahut
15407,Lucasfilm Games
15408,"Image Power S.A., Gameformatic S.A."
15409,Half Human Games
15410,Dev_Lyh
15411,Miguel G. Corchero
15412,Ham Goblin
15413,"Kaleido, Inc."
15414,Cro Game Developers
15415,Vr Triber
15416,"Coldwild Games, Vladimir Slav, Elena Nazarenko"
15417,Jacob Allen
15418,"Dreaming Wizard Games, Łukasz Radziejewicz"
15419,Don Whitaker
15420,"Girls On Campus, From Freshmen To Faculty, All Fall For Me!"
15421,Mutant Entertainment Studios
15422,Simplexgamestudio
15423,Fenous
15424,Fallen Penguin Studios
15425,左宗棠
15426,"Caffeine, Inc"
15427,Zero Directive
15428,Geod Studio
15429,Benjamin Famiglietti
15430,"Storia, Narrator, Simoncreative"
15431,Fabian.L
15432,Empty Assembly
15433,"Arttu Tuovinen, Alan Bourhis, Michael Callaghan"
15434,Pine Drake Games
15435,"Mad Capacity, Lrevg"
15436,Stormcube Games
15437,Deep Field
15438,M
15439,Dio Alias Games
15440,Faris Mohammed
15441,Mercat Games
15442,Ironic Title Studio
15443,Supertry Studios
15444,Funomena
15445,雪見いつか
15446,Melessthanthree
15447,Centrosphere Games
15448,Vectura Games
15449,Miikka Åsnabrygg
15450,Field Game Studio
15451,Probe Software
15452,Wobbly Tooth
15453,"Shanghai Huihuan Network Technology Co.,Ltd."
15454,Beam Software
15455,Moonroof Studios
15456,Fushidaratei
15457,"Raghnar, Xxjoshxx, Faller, Sekai, Waifuxv, A0King"
15458,Sticky Studios
15459,Shane Strunk
15460,Creepy Pixel Studio
15461,深圳市灵境互娱科技有限公司
15462,Appmania/I-Free
15463,Mad-Mantra Games
15464,Lunarhellgames
15465,Apeirogon Games
15466,Jackson Stock
15467,Familyplay
15468,北京图之未来信息科技有限公司
15469,Pinkpeachstudio
15470,"Present Day Media, Llc"
15471,Salsawi
15472,Glitch Factory
15473,Dhamster
15474,Rebrank
15475,Robot House
15476,Hearty Soup Studio
15477,Dark Slope
15478,Thinking Of Cremation?
15479,Bwi Games
15480,Leviathanimation
15481,Suspension Games
15482,Wk
15483,Fluik Entertainment Inc
15484,Mystery Crown
15485,Beehive Games
15486,Zonex Entertainment Studios
15487,Free Radical Design
15488,Vanargand Games
15489,Critix Studios
15490,Groovy Milk
15491,Heat Wave Games
15492,Ba.D
15493,Interactive Gaming Studios
15494,La Cosa
15495,Irinkutor
15496,Pixel Beef Games
15497,Igry.Ru
15498,Kraken Empire
15499,Australian Broadcasting Corporation
15500,"Tero Lunkka, Gangsta Studios"
15501,Bandit Games
15502,彼云工作室
15503,Vr Designs
15504,Qrnch Tech Ab
15505,Dwarven Potion Brew
15506,Gamewriterstudio
15507,3M0 Studio
15508,"Cupana Games, Felipe Maia, Victor Luccas Frey"
15509,"Studio Don Quixote, Minotaur Production"
15510,Dghz
15511,Metasla
15512,Relvasdev
15513,Guara Digital
15514,Blake Garner
15515,Deion Mobile
15516,Firebrush Studios
15517,Aigul Aubanova
15518,Maya
15519,Zorki
15520,Five Percents
15521,Iconicartsllp
15522,天局
15523,O'Stinky Lab.
15524,Joshua Roland
15525,À La Mode Games
15526,Mind Crew
15527,Construct Studio
15528,Cybernetik Design
15529,Be-Rad Entertainment
15530,Wonderbox Games
15531,The Learning Company
15532,Mastertapp
15533,Xylem Studios
15534,Thelaba
15535,Bread Machine Games
15536,E-Snail Studio
